BHK,Residential_type,Furnishing,Bathroom,Tenants_preferred,Balcony,Posted_by,City,Price
4 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,4,Agent,Gurgaon,"₹40,000"
3 BHK,Apartment,Furnished,4,Bachelors,4,Owner,Gurgaon,"₹90,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,1,Owner,Gurgaon,₹1.3 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors,4,Owner,Gurgaon,"₹60,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,4,Owner,Gurgaon,"₹52,000"
4 BHK,Apartment,Semi-Furnished,4,Family,4,Owner,Gurgaon,"₹75,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,4,Owner,Gurgaon,"₹70,000"
4 BHK,Apartment,Semi-Furnished,5,Bachelors/Family,2,Owner,Gurgaon,₹1.8 Lac
3 BHK,Apartment,Furnished,4,Bachelors,4,Owner,Gurgaon,₹1.3 Lac
2 BHK,Apartment,Semi-Furnished,2,Bachelors,2,Agent,Gurgaon,"₹32,500"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Owner,Gurgaon,"₹35,000"
4 BHK,Apartment,Semi-Furnished,5,Bachelors/Family,,Owner,Gurgaon,₹4 Lac
3 BHK,Apartment,Semi-Furnished,4,Bachelors,4,Owner,Gurgaon,"₹65,000"
6 BHK,Villa,Semi-Furnished,5,Bachelors,4,Owner,Gurgaon,₹1.9 Lac
2 BHK,Apartment,Furnished,2,Bachelors/Family,4,Owner,Gurgaon,"₹18,000"
4 BHK,Villa,Furnished,5,Bachelors/Family,4,Owner,Gurgaon,₹1 Lac
2 BHK,Apartment,Unfurnished,2,Bachelors/Family,1,Agent,Gurgaon,"₹49,500"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹70,000"
5 BHK,Builder Floor,Semi-Furnished,6,Bachelors/Family,3,Owner,Gurgaon,₹2 Lac
3 BHK,Apartment,Furnished,4,Bachelors,3,Owner,Gurgaon,₹1.1 Lac
3 BHK,Builder Floor,Semi-Furnished,4,Family,2,Owner,Gurgaon,"₹70,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,,Owner,Gurgaon,"₹60,000"
4 BHK,Builder Floor,Semi-Furnished,4,Bachelors,2,Owner,Gurgaon,₹1.4 Lac
4 BHK,Villa,Unfurnished,4,Bachelors,4,Owner,Gurgaon,₹2.7 Lac
2 BHK,Apartment,Unfurnished,2,Bachelors,4,Owner,Gurgaon,"₹18,000"
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹85,000"
4 BHK,Apartment,Semi-Furnished,4,Family,3,Agent,Gurgaon,₹1.6 Lac
4 BHK,Builder Floor,Furnished,4,Bachelors,3,Agent,Gurgaon,"₹65,000"
4 BHK,Builder Floor,Semi-Furnished,3,Bachelors,2,Agent,Gurgaon,"₹50,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,4,Owner,Gurgaon,"₹75,000"
2 BHK,Apartment,Furnished,2,Bachelors,2,Agent,Gurgaon,"₹35,000"
2 BHK, House,Furnished,2,Bachelors,,Owner,Gurgaon,"₹25,000"
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors,2,Agent,Gurgaon,"₹60,000"
4 BHK,Apartment,Semi-Furnished,4,Family,3,Agent,Gurgaon,₹3.1 Lac
4 BHK,Builder Floor,Semi-Furnished,4,Bachelors,2,Agent,Gurgaon,"₹85,000"
1 BHK,Builder Floor,Furnished,1,Bachelors/Family,1,Owner,Gurgaon,"₹30,000"
4 BHK,Apartment,Furnished,4,Bachelors/Family,3,Owner,Gurgaon,₹2.3 Lac
4 BHK,Apartment,Semi-Furnished,3,Bachelors,3,Agent,Gurgaon,"₹46,000"
4 BHK,Builder Floor,Semi-Furnished,4,Bachelors,2,Agent,Gurgaon,₹1 Lac
4 BHK,Apartment,Semi-Furnished,4,Bachelors,3,Owner,Gurgaon,"₹67,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,4,Owner,Gurgaon,"₹34,000"
2 BHK,Builder Floor,Furnished,2,Bachelors,2,Agent,Gurgaon,"₹35,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,2,Agent,Gurgaon,"₹38,000"
2 BHK,Builder Floor,Furnished,2,Bachelors,2,Agent,Gurgaon,"₹52,000"
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors/Family,2,Agent,Gurgaon,"₹50,000"
4 BHK,Builder Floor,Semi-Furnished,5,Bachelors/Family,2,Agent,Gurgaon,₹1.6 Lac
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors,2,Owner,Gurgaon,₹1.5 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,Agent,Gurgaon,₹1.2 Lac
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,3,Agent,Gurgaon,"₹38,000"
3 BHK,Apartment,Semi-Furnished,3,Family,3,Agent,Gurgaon,"₹48,000"
2 BHK,Apartment,Unfurnished,2,Bachelors,2,Agent,Gurgaon,"₹13,500"
5 BHK,Apartment,Semi-Furnished,5,Bachelors,,Agent,Gurgaon,₹2.6 Lac
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors,2,Agent,Gurgaon,"₹50,000"
3 BHK,Apartment,Semi-Furnished,2,Family,2,Agent,Gurgaon,"₹24,000"
2 BHK,Builder Floor,Furnished,2,Bachelors,2,Agent,Gurgaon,"₹42,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Agent,Gurgaon,"₹50,000"
4 BHK,Apartment,Furnished,3,Family,8,Agent,Gurgaon,"₹65,000"
3 BHK,Apartment,Furnished,4,Bachelors,4,Agent,Gurgaon,₹2.5 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors,3,Agent,Gurgaon,"₹32,000"
1 BHK,Builder Floor,Furnished,2,Bachelors/Family,2,Agent,Gurgaon,"₹35,000"
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors,3,Agent,Gurgaon,"₹65,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors,3,Owner,Gurgaon,₹1.3 Lac
2 BHK,Apartment,Semi-Furnished,2,Bachelors,,Owner,Gurgaon,"₹18,150"
2 BHK, House,Unfurnished,2,Bachelors/Family,3,Owner,Gurgaon,"₹24,000"
3 BHK,Apartment,Semi-Furnished,3,Family,3,Agent,Gurgaon,"₹40,000"
9 BHK, House,Semi-Furnished,9,Bachelors,6,Agent,Gurgaon,₹1.3 Lac
3 BHK,Flat ,Semi-Furnished,3,Family,,,Ahmedabad,"₹20,000"
3 BHK,Flat ,Semi-Furnished,3,Family,1,,Ahmedabad,"₹42,000"
4 BHK,Flat ,Furnished,4,Family,2,,Ahmedabad,₹1.3 Lac
3 BHK,Flat ,Semi-Furnished,3,Family,1,Agent,Ahmedabad,"₹25,000"
3 BHK,Flat ,Unfurnished,3,Family,1,Agent,Ahmedabad,"₹28,000"
3 BHK,Flat ,Furnished,3,Bachelors,1,,Ahmedabad,"₹50,000"
2 BHK,Flat ,Semi-Furnished,2,Family,1,,Ahmedabad,"₹22,000"
4 BHK,Flat ,Semi-Furnished,4,Bachelors/Family,2,,Ahmedabad,₹1 Lac
4 BHK,Flat ,Unfurnished,4,Family,2,Agent,Ahmedabad,"₹30,000"
3 BHK,Flat ,Furnished,3,Family,3,,Ahmedabad,"₹50,000"
3 BHK,Flat ,Furnished,3,Family,1,,Ahmedabad,"₹38,000"
3 BHK,Flat ,Semi-Furnished,3,Family,1,,Ahmedabad,"₹30,000"
3 BHK,Flat ,Furnished,3,Family,2,Agent,Ahmedabad,"₹85,000"
3 BHK,Flat ,Furnished,3,Family,1,,Ahmedabad,"₹36,000"
5 BHK,Flat ,Semi-Furnished,4,Family,2,Agent,Ahmedabad,₹1.2 Lac
2 BHK,Flat ,Furnished,2,Family,1,Agent,Ahmedabad,"₹25,000"
4 BHK,Flat ,Furnished,4,Family,1,Agent,Ahmedabad,₹2.5 Lac
3 BHK,Flat ,Unfurnished,3,Family,2,Agent,Ahmedabad,"₹30,000"
3 BHK,Flat ,Furnished,4,Family,2,Agent,Ahmedabad,"₹35,000"
4 BHK,Villa,Furnished,4,Family,3,Agent,Ahmedabad,₹2.3 Lac
3 BHK,Flat ,Semi-Furnished,3,Family,1,Agent,Ahmedabad,"₹40,000"
4 BHK, House,Unfurnished,3,Family,1,Agent,Ahmedabad,"₹30,000"
2 BHK,Flat ,Semi-Furnished,2,Family,1,Agent,Ahmedabad,"₹23,000"
4 BHK,Flat ,Furnished,4,Family,2,Agent,Ahmedabad,₹1.7 Lac
3 BHK,Flat ,Furnished,3,Family,,Agent,Ahmedabad,"₹40,000"
3 BHK,Flat ,Furnished,3,Family,1,Agent,Ahmedabad,"₹46,000"
3 BHK,Flat ,Semi-Furnished,3,Bachelors/Family,1,Agent,Ahmedabad,"₹26,000"
4 BHK, House,Furnished,2,Bachelors/Family,2,Agent,Ahmedabad,"₹75,000"
3 BHK,Flat ,Furnished,3,Family,1,Agent,Ahmedabad,"₹75,000"
4 BHK,Flat ,Furnished,4,Family,1,,Ahmedabad,₹1.5 Lac
3 BHK,Villa,Furnished,3,Bachelors/Family,1,Agent,Ahmedabad,"₹70,000"
3 BHK,Apartment,Furnished,3,Family,1,Agent,Ahmedabad,"₹43,000"
5 BHK,Apartment,Unfurnished,5,Bachelors/Family,2,Agent,Ahmedabad,₹2.5 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Agent,Ahmedabad,"₹27,000"
4 BHK,Apartment,Furnished,4,Family,1,Agent,Ahmedabad,₹2 Lac
3 BHK,Builder Floor,Semi-Furnished,2,Bachelors/Family,,Owner,Ahmedabad,"₹16,000"
4 BHK,Apartment,Furnished,5,Family,2,Agent,Ahmedabad,"₹75,000"
3 BHK,Apartment,Unfurnished,3,Bachelors/Family,1,Agent,Ahmedabad,"₹50,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,1,Agent,Ahmedabad,"₹55,000"
2 BHK,Apartment,Unfurnished,1,Bachelors,,Owner,Ahmedabad,"₹25,000"
4 BHK,Apartment,Semi-Furnished,4,Family,1,Agent,Ahmedabad,₹1.1 Lac
4 BHK,Apartment,Semi-Furnished,4,Family,2,Agent,Ahmedabad,"₹35,000"
4 BHK,Apartment,Furnished,5,Family,2,Agent,Ahmedabad,₹3.5 Lac
3 BHK,Apartment,Furnished,3,Family,1,Agent,Ahmedabad,"₹68,000"
3 BHK,Apartment,Furnished,3,Family,1,Agent,Ahmedabad,"₹38,000"
4 BHK,Villa,Furnished,5,Family,2,Agent,Ahmedabad,"₹63,000"
3 BHK,Apartment,Furnished,3,Family,1,Agent,Ahmedabad,"₹38,000"
3 BHK,Apartment,Furnished,3,Family,1,Agent,Ahmedabad,"₹50,000"
3 BHK,Apartment,Semi-Furnished,2,Family,1,Agent,Ahmedabad,"₹24,000"
3 BHK,Apartment,Semi-Furnished,3,Family,1,Agent,Ahmedabad,"₹35,000"
3 BHK,Apartment,Furnished,2,Family,3,Owner,Ahmedabad,"₹39,500"
2 BHK,Villa,Semi-Furnished,3,Bachelors/Family,,Owner,Ahmedabad,"₹80,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,2,Owner,Ahmedabad,"₹68,000"
4 BHK,Villa,Unfurnished,4,Bachelors,1,Owner,Ahmedabad,"₹45,000"
4 BHK,Villa,Furnished,5,Bachelors/Family,2,Owner,Ahmedabad,₹1 Lac
3 BHK,Apartment,Unfurnished,3,Bachelors/Family,2,Owner,Ahmedabad,"₹30,000"
3 BHK,Apartment,Furnished,3,Family,1,Agent,Ahmedabad,"₹55,000"
4 BHK,Apartment,Furnished,4,Bachelors,2,Owner,Ahmedabad,"₹70,000"
4 BHK,Apartment,Semi-Furnished,3,Bachelors,2,,Ahmedabad,"₹55,000"
3 BHK,Apartment,Furnished,3,Family,1,Agent,Ahmedabad,"₹55,000"
4 BHK,Penthouse,Furnished,4,Bachelors,5,Owner,Ahmedabad,"₹55,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,1,Owner,Ahmedabad,"₹35,000"
3 BHK,Apartment,Furnished,3,Family,1,Agent,Ahmedabad,"₹36,000"
3 BHK, House,Semi-Furnished,2,Bachelors/Family,2,Owner,Ahmedabad,"₹35,000"
4 BHK,Villa,Semi-Furnished,5,Bachelors,2,Owner,Ahmedabad,"₹41,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Agent,Ahmedabad,"₹25,000"
3 BHK,Apartment,Unfurnished,3,Family,1,Agent,Ahmedabad,"₹26,000"
3 BHK,Apartment,Semi-Furnished,3,Family,1,Agent,Ahmedabad,"₹27,500"
3 BHK,Apartment,Furnished,3,Family,1,,Ahmedabad,"₹60,000"
3 BHK,Apartment,Unfurnished,3,Family,1,Agent,Ahmedabad,"₹24,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,1,Owner,Ahmedabad,"₹26,750"
1 BHK,Apartment,Furnished,1,Bachelors,1,Owner,Ahmedabad,"₹16,000"
4 BHK,Apartment,Furnished,3,Family,1,Agent,Ahmedabad,"₹30,000"
4 BHK,Penthouse,Furnished,4,Family,3,Agent,Ahmedabad,"₹85,000"
4 BHK,Apartment,Semi-Furnished,4,Family,2,Agent,Ahmedabad,"₹70,000"
2 BHK,Apartment,Unfurnished,2,Bachelors,,Agent,Ahmedabad,"₹14,500"
2 BHK,Apartment,Furnished,2,Family,1,Agent,Ahmedabad,"₹21,000"
3 BHK,Apartment,Unfurnished,3,Family,1,Agent,Ahmedabad,"₹24,000"
4 BHK,Villa,Furnished,5,Family,2,Agent,Ahmedabad,"₹58,000"
2 BHK,Apartment,Semi-Furnished,2,Family,2,Agent,Ahmedabad,"₹23,500"
4 BHK,Villa,Furnished,4,Family,2,Agent,Ahmedabad,"₹45,000"
2 BHK,Apartment,Unfurnished,2,Bachelors/Family,1,Agent,Ahmedabad,"₹20,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,3,Agent,Ahmedabad,"₹25,000"
4 BHK,Villa,Furnished,4,Bachelors,3,Agent,Ahmedabad,"₹40,000"
3 BHK,Apartment,Furnished,3,Bachelors/Family,1,Agent,Ahmedabad,"₹35,000"
3 BHK,Apartment,Unfurnished,3,Family,2,Agent,Ahmedabad,"₹19,500"
3 BHK,Apartment,Unfurnished,3,Family,1,Agent,Ahmedabad,"₹25,000"
3 BHK,Apartment,Semi-Furnished,3,Family,2,Agent,Ahmedabad,"₹25,000"
3 BHK,Apartment,Furnished,3,Bachelors,2,Agent,Ahmedabad,"₹42,000"
3 BHK,Apartment,Semi-Furnished,3,Family,3,Agent,Ahmedabad,"₹20,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,1,Agent,Ahmedabad,"₹24,000"
3 BHK,Apartment,Furnished,3,Bachelors,3,Agent,Ahmedabad,"₹35,000"
4 BHK,Villa,Furnished,5,Family,2,Agent,Ahmedabad,₹1.8 Lac
4 BHK,Apartment,Furnished,4,Bachelors/Family,5,Agent,Ahmedabad,"₹90,000"
5 BHK, House,Furnished,5,Family,2,Agent,Ahmedabad,₹3 Lac
2 BHK, House,Unfurnished,2,Bachelors,1,Owner,Ahmedabad,"₹20,000"
4 BHK,Apartment,Unfurnished,4,Family,1,Agent,Ahmedabad,"₹40,000"
3 BHK,Villa,Unfurnished,4,Bachelors/Family,2,Agent,Ahmedabad,"₹48,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Agent,Ahmedabad,"₹24,000"
4 BHK,Apartment,Semi-Furnished,4,Family,2,Agent,Ahmedabad,"₹50,000"
3 BHK,Apartment,Unfurnished,3,Family,1,Agent,Ahmedabad,"₹25,000"
3 BHK,Apartment,Semi-Furnished,3,Family,1,,Ahmedabad,"₹23,500"
2 BHK,Apartment,Furnished,2,Bachelors,1,Agent,Ahmedabad,"₹40,000"
3 BHK,Apartment,Furnished,3,Bachelors,1,Agent,Ahmedabad,"₹40,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,2,Agent,Ahmedabad,"₹15,500"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Agent,Ahmedabad,"₹33,000"
4 BHK,Apartment,Semi-Furnished,4,Family,1,Agent,Ahmedabad,"₹70,000"
5 BHK,Villa,Semi-Furnished,5,Family,1,Agent,Ahmedabad,"₹70,000"
3 BHK,Apartment,Semi-Furnished,3,Family,3,Agent,Ahmedabad,"₹25,000"
3 BHK,Apartment,Unfurnished,2,Family,1,Agent,Ahmedabad,"₹34,000"
3 BHK,Apartment,Unfurnished,3,Bachelors/Family,1,Agent,Ahmedabad,"₹25,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,3,Agent,Ahmedabad,"₹30,000"
4 BHK,Apartment,Unfurnished,4,Family,1,Agent,Ahmedabad,"₹65,100"
3 BHK,Apartment,Unfurnished,3,Family,1,,Ahmedabad,"₹18,000"
3 BHK,Apartment,Semi-Furnished,3,Family,1,Agent,Ahmedabad,"₹40,000"
2 BHK,Apartment,Unfurnished,2,Family,,Agent,Ahmedabad,"₹20,000"
2 BHK,Apartment,Furnished,2,Bachelors,1,Agent,Ahmedabad,"₹25,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Agent,Ahmedabad,"₹34,000"
3 BHK,Apartment,Furnished,3,Family,1,Agent,Ahmedabad,"₹30,000"
4 BHK,Apartment,Unfurnished,4,Family,1,Agent,Ahmedabad,"₹65,000"
2 BHK,Apartment,Unfurnished,2,Bachelors/Family,2,Owner,Ahmedabad,"₹8,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors,2,,Ahmedabad,"₹65,000"
3 BHK,Apartment,Unfurnished,3,Family,1,Agent,Ahmedabad,"₹25,000"
4 BHK,Apartment,Unfurnished,5,Bachelors/Family,2,Owner,Ahmedabad,"₹40,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,1,Agent,Ahmedabad,"₹23,000"
3 BHK,Apartment,Semi-Furnished,3,Family,1,Agent,Ahmedabad,"₹28,000"
4 BHK,Villa,Unfurnished,4,Bachelors/Family,1,Agent,Ahmedabad,"₹55,000"
3 BHK,Apartment,Unfurnished,3,Bachelors/Family,1,Owner,Ahmedabad,"₹27,000"
2 BHK,Apartment,Furnished,2,Bachelors,,Owner,Ahmedabad,"₹28,000"
3 BHK, House,Semi-Furnished,4,Bachelors/Family,1,Owner,Ahmedabad,"₹25,000"
3 BHK,Apartment,Unfurnished,3,Bachelors/Family,1,Agent,Ahmedabad,"₹49,000"
2 BHK,Apartment,Unfurnished,2,Bachelors/Family,1,Agent,Ahmedabad,"₹20,000"
4 BHK,Apartment,Furnished,4,Bachelors,1,Owner,Ahmedabad,"₹85,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Agent,Ahmedabad,"₹35,000"
4 BHK,Apartment,Semi-Furnished,4,Family,1,Agent,Ahmedabad,"₹63,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,2,Owner,Ahmedabad,"₹30,000"
3 BHK,Apartment,Furnished,3,Family,1,Agent,Ahmedabad,"₹32,500"
3 BHK,Apartment,Furnished,3,Family,1,Agent,Ahmedabad,"₹60,000"
4 BHK, House,Unfurnished,4,Bachelors/Family,,Owner,Ahmedabad,"₹45,000"
3 BHK,Villa,Semi-Furnished,4,Bachelors/Family,1,Owner,Ahmedabad,"₹14,500"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,,Agent,Ahmedabad,"₹18,500"
3 BHK,Apartment,Furnished,3,Family,3,Owner,Ahmedabad,"₹30,000"
3 BHK,Apartment,Semi-Furnished,3,Family,1,Agent,Ahmedabad,"₹45,000"
3 BHK,Apartment,Semi-Furnished,3,Family,1,Agent,Ahmedabad,"₹35,000"
3 BHK,Apartment,Semi-Furnished,3,Family,1,Agent,Ahmedabad,"₹55,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,1,Agent,Ahmedabad,"₹23,000"
1 BHK,Apartment,Semi-Furnished,1,Bachelors/Family,,Agent,Ahmedabad,"₹13,000"
3 BHK,Apartment,Unfurnished,3,Family,2,Agent,Ahmedabad,"₹20,000"
3 BHK,Apartment,Furnished,3,Family,1,Agent,Ahmedabad,"₹57,500"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Agent,Ahmedabad,"₹27,000"
2 BHK,Penthouse,Furnished,2,Family,1,Agent,Ahmedabad,"₹40,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,Agent,Ahmedabad,"₹15,000"
2 BHK,Apartment,Furnished,2,Family,1,Agent,Ahmedabad,"₹50,000"
3 BHK,Penthouse,Furnished,3,Family,1,Agent,Ahmedabad,"₹60,000"
2 BHK,Apartment,Furnished,2,Bachelors,1,Agent,Ahmedabad,"₹35,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,2,Agent,Ahmedabad,"₹70,000"
3 BHK,Apartment,Furnished,3,Family,,Agent,Ahmedabad,"₹40,000"
2 BHK,Apartment,Furnished,1,Family,1,Agent,Ahmedabad,"₹25,000"
3 BHK,Apartment,Furnished,3,Bachelors/Family,,Agent,Ahmedabad,"₹27,000"
2 BHK,Apartment,Unfurnished,3,Family,1,Agent,Ahmedabad,"₹25,000"
2 BHK,Apartment,Furnished,2,Bachelors/Family,1,Agent,Ahmedabad,"₹30,000"
2 BHK,Apartment,Furnished,2,Family,1,Agent,Ahmedabad,"₹30,000"
2 BHK,Apartment,Semi-Furnished,2,Family,,Agent,Ahmedabad,"₹18,000"
3 BHK,Apartment,Unfurnished,3,Bachelors/Family,1,Agent,Ahmedabad,"₹45,000"
3 BHK,Apartment,Furnished,3,Family,1,Agent,Ahmedabad,"₹30,000"
4 BHK,Apartment,Semi-Furnished,5,Family,1,Agent,Ahmedabad,₹1.5 Lac
3 BHK,Apartment,Unfurnished,3,Bachelors,3,Owner,Ahmedabad,"₹16,000"
3 BHK,Apartment,Semi-Furnished,3,Family,1,Agent,Ahmedabad,"₹30,000"
3 BHK,Apartment,Unfurnished,3,Family,3,Agent,Ahmedabad,"₹25,000"
2 BHK,Apartment,Unfurnished,2,Bachelors,1,Agent,Ahmedabad,"₹18,000"
3 BHK,Apartment,Unfurnished,2,Bachelors,2,Agent,Ahmedabad,"₹23,000"
3 BHK,Apartment,Unfurnished,3,Family,1,Agent,Ahmedabad,"₹23,500"
2 BHK,Apartment,Furnished,2,Bachelors,1,Agent,Ahmedabad,"₹30,000"
4 BHK,Apartment,Semi-Furnished,4,Family,2,Agent,Ahmedabad,"₹58,000"
3 BHK,Apartment,Furnished,3,Bachelors/Family,1,Owner,Ahmedabad,"₹25,000"
4 BHK,Villa,Furnished,4,Family,3,Agent,Ahmedabad,₹2.3 Lac
3 BHK,Apartment,Furnished,3,Family,1,Owner,Ahmedabad,"₹50,000"
5 BHK,Villa,Semi-Furnished,5,Family,2,Agent,Ahmedabad,"₹50,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,2,Owner,Ahmedabad,"₹38,000"
3 BHK,Apartment,Unfurnished,3,Bachelors/Family,1,Agent,Ahmedabad,"₹26,000"
